C,Hpep,Dec,D,L
0.011047099999999,0.75750559999921,0.011487999999999,0.077538700000007,0.142420600000002
0.0001009,0.999616699998158,0.0001141,6.26000000000007E-05,0.0001057
0.044130900000001,0.823214499998862,0.096641399999998,0.0091883,0.026824899999999
7.95000000000011E-05,0.966241299998338,0.018010399999999,0.009423099999999,0.0062457
0.0001373,0.999593299998173,8.46000000000012E-05,8.85000000000013E-05,9.63000000000011E-05
0.0001,0.999626299998151,9.21000000000015E-05,0.0001168,6.48000000000007E-05
0.0001145,0.999446199998201,0.0001446,0.0001607,0.000134
0.0001124,0.999510199998205,0.0001974,9.95000000000016E-05,8.05000000000011E-05
0.078740699999995,0.831819199998707,0.017216,0.0153722,0.056851900000006
0.126854399999982,0.159364400000032,0.206982200000067,0.38593380000022,0.1208652
0.0001747,0.976327699998276,6.43000000000007E-05,0.015994199999999,0.0074391
0.0050439,0.783378799999126,0.070999900000013,0.0924779,0.048099500000004
0.000124,0.999601599998177,0.0001168,8.0300000000001E-05,7.7300000000001E-05
0.0001362,0.999519999998185,0.0001247,9.11000000000014E-05,0.000128
0.066595099999998,0.613465199999773,0.089820999999997,0.167150500000027,0.062968200000009
0.081258199999994,0.392902100000248,0.118268299999993,0.273111500000122,0.134459899999998
0.0064308,0.611491299999858,0.28832940000014,0.0192324,0.074516100000006
0.0104017,0.767125699999164,0.052532500000004,0.123099099999987,0.046841000000003
0.028689200000001,0.885370399998628,0.0001261,0.025000699999999,0.060813600000009
0.09921039999999,0.403349900000286,0.155644400000009,0.168736100000019,0.173059200000031
0.058858100000005,0.4342253000003,0.0366359,0.387794700000243,0.082486
0.0021368,0.820679499998991,0.0001589,0.054956100000009,0.122068699999992
6.04000000000006E-05,0.999627399998169,8.77000000000013E-05,8.43000000000012E-05,0.0001402
0.0001012,0.999604199998175,7.99000000000011E-05,0.0001062,0.0001085
0.039031200000004,0.441995700000298,0.202322200000059,0.212383200000069,0.104267699999994
0.0001879,0.999488999998206,0.000127,0.0001218,7.4300000000001E-05
0.058657100000001,0.776785099999188,0.085561300000004,0.043918400000004,0.0350781
0.096352899999991,0.477466200000345,0.055578400000006,0.251623400000105,0.118979099999989
0.0234564,0.730300699999382,0.047275900000006,0.106457399999991,0.0925096
0.113819899999996,0.194386100000072,0.266373400000119,0.296376200000137,0.129044399999985
0.030502700000001,0.595895999999961,0.033425100000001,0.168540100000027,0.171636100000026
0.0001364,0.999542899998198,0.0001286,7.84000000000011E-05,0.0001137
6.49000000000008E-05,0.999508299998194,0.0001469,0.0001279,0.000152
0.000128,0.999589099998213,0.0001547,5.81000000000006E-05,7.01000000000009E-05
0.039779400000001,0.697535599999488,0.042322500000003,0.131398199999991,0.088964300000003
0.0001159,0.999651499998158,8.58000000000012E-05,9.69000000000015E-05,4.99000000000004E-05
8.03000000000011E-05,0.999534499998205,0.0001408,8.59000000000012E-05,0.0001585
0.0001131,0.999564599998168,6.72000000000008E-05,0.0001348,0.0001203
0.026480200000001,0.753791099999286,0.027516699999998,0.110970899999997,0.081241100000005
9.34000000000014E-05,0.999646799998168,5.42000000000005E-05,0.0001129,9.27000000000014E-05
8.46000000000012E-05,0.999568799998176,0.0001518,8.72000000000013E-05,0.0001076
0.0001251,0.999506499998186,0.0001493,7.94000000000011E-05,0.0001397
0.0638654,0.669635199999629,0.031424400000002,0.144006600000001,0.091068400000002
0.0016392,0.736630099999336,0.077373500000005,0.065071700000008,0.119285499999987
0.040349200000002,0.546008400000071,0.008787499999999,0.25398350000011,0.150871400000011
0.025460699999999,0.548154000000137,0.010794799999999,0.164938100000024,0.250652400000107
0.0001027,0.9995825999982,9.43000000000015E-05,7.7500000000001E-05,0.0001429
0.0001014,0.999525699998224,0.0001553,0.000144,7.3600000000001E-05
3.39E-05,0.999647199998172,9.48000000000015E-05,0.0001025,0.0001216
8.14000000000011E-05,0.999536699998199,0.000136,0.0001418,0.0001041
0.048899600000001,0.716208999999409,0.050504100000008,0.163640900000022,0.020746399999999
0.0002293,0.999404999998238,8.24000000000012E-05,0.000161,0.0001223
0.059642600000008,0.357885300000212,0.171948900000035,0.294464600000146,0.116058599999989
0.0218657,0.512052600000304,0.046233100000004,0.268870400000114,0.150978200000007
0.028969699999999,0.456598000000307,0.176324300000028,0.180497600000039,0.157610400000016
9.53000000000015E-05,0.9995883999982,0.0001082,0.0001187,8.94000000000013E-05
7.7600000000001E-05,0.999502299998225,7.5200000000001E-05,0.0001875,0.0001574
0.0187564,0.929800499998513,0.0001157,0.010669899999999,0.040657500000003
0.0001759,0.999525799998209,0.0001228,5.93000000000006E-05,0.0001162
7.24000000000009E-05,0.999593099998174,9.74000000000015E-05,0.0001085,0.0001286
0.024316599999999,0.361187200000218,0.120356899999995,0.358306800000203,0.135832499999998
0.032773700000003,0.818797599998997,0.040001000000007,0.083291600000008,0.025136099999999
0.0001375,0.999490299998189,0.0001368,0.0001174,0.000118
0.042980900000002,0.717626599999349,0.037154800000001,0.189759700000047,0.012478
0.078984700000002,0.540903900000186,0.127842599999985,0.108175699999998,0.144093100000003
0.0001682,0.999479399998203,6.86000000000008E-05,0.0001755,0.0001083
6.71000000000008E-05,0.999571599998201,8.15000000000011E-05,9.96000000000017E-05,0.0001802
0.0027308,0.879364899998731,0.022090799999999,0.024660899999999,0.071152600000009
0.0001155,0.99958269999817,0.0001405,9.68000000000015E-05,6.45000000000007E-05
0.088254199999995,0.30610990000019,0.075786000000007,0.26285780000012,0.266992100000113
0.0001358,0.999575499998178,7.4400000000001E-05,7.31000000000009E-05,0.0001412
0.0001379,0.999447099998212,0.0001217,0.0001482,0.0001451
0.0152904,0.929008999998502,0.018915799999999,0.028694899999999,0.008089899999999
7.01000000000009E-05,0.999515999998189,0.0001421,0.0001842,8.76000000000013E-05
0.000128,0.999375099998219,0.0001662,0.0001848,0.0001459
0.046318400000001,0.678949499999438,0.018984399999999,0.117639699999989,0.13810799999999
0.020795199999999,0.749278599999242,0.041269100000002,0.127199299999984,0.061457800000008
0.064598300000006,0.799342599999051,0.036587300000001,0.043941400000004,0.055530400000006
0.025546200000001,0.900928299998623,0.017971099999999,0.044216600000002,0.0113378
0.234350200000056,0.202454400000084,0.113323499999995,0.222618200000083,0.227253700000089
0.0675189,0.530706300000024,0.160494500000018,0.0928533,0.148427000000007
0.0038472,0.90148629999864,0.0161917,0.063046800000009,0.015428
0.0416915,0.57028039999995,0.197018900000051,0.084438000000007,0.106571199999996
0.0143648,0.52503900000025,0.112992799999997,0.294406600000151,0.053196800000008
0.00466,0.504618400000334,0.139335600000004,0.208309100000064,0.143076899999995
0.0301355,0.808994799999014,0.037735800000002,0.071099200000007,0.052034700000006
9.15000000000014E-05,0.999531799998192,0.000109,0.0001007,0.000167
0.058749200000001,0.336985300000195,0.078840600000007,0.267850800000121,0.25757410000011
0.013043399999999,0.426113000000278,0.10671139999999,0.183423400000049,0.27070880000012
0.0053217,0.838806999998894,0.0002106,0.147061600000004,0.008599099999999
0.0056953,0.82811199999893,0.051340300000005,0.040294400000001,0.074558000000004
0.0001357,0.999513299998192,0.0001558,8.88000000000013E-05,0.0001064
9.52000000000015E-05,0.999513299998183,0.0001221,0.0001307,0.0001387
0.0001351,0.999507999998177,5.94000000000006E-05,0.0001261,0.0001714
0.0001049,0.999502099998215,0.0001476,6.96000000000008E-05,0.0001758
0.034066600000004,0.619405799999839,0.029978699999999,0.215257900000066,0.101290999999997
0.0001545,0.999421899998224,0.0001463,0.0001503,0.000127
0.0047818,0.994862499998212,0.000131,0.0001178,0.0001069
0.033555600000003,0.556709200000002,0.140169900000001,0.122849299999984,0.146716000000007
0.122526299999988,0.512523700000332,0.060619800000009,0.106993599999996,0.197336600000044
0.067688900000002,0.117219799999995,0.20818850000007,0.393436900000244,0.213465900000068
0.057851800000004,0.336490100000193,0.076971500000007,0.191094200000043,0.337592400000182
0.0001719,0.999533199998207,0.0001157,9.90000000000016E-05,8.02000000000011E-05
0.006045,0.632642099999748,0.138185599999999,0.180476200000035,0.042651100000002
0.062115300000004,0.534382400000201,0.171686800000032,0.111496099999988,0.120319399999993
0.044402200000002,0.623469099999694,0.094810799999997,0.089796100000003,0.147521800000011
0.105513999999994,0.041855100000002,0.321674500000164,0.233553800000089,0.29740260000012
0.0001818,0.999391999998219,0.0001293,0.000115,0.0001819
7.01000000000009E-05,0.999518599998192,0.0001404,0.0001429,0.000128
0.0241756,0.749649899999318,0.07474680000001,0.033279800000001,0.118147899999988
0.0001005,0.999577899998201,0.0001079,7.6000000000001E-05,0.0001377
0.010261,0.969073599998329,0.0001268,0.0104565,0.0100821
0.070130200000002,0.468648500000341,0.065063500000011,0.238700700000099,0.157457100000013
0.0001306,0.999391099998225,0.0001387,0.0002005,0.0001391
0.0035596,0.66437199999965,0.066427400000008,0.16374660000002,0.101894399999995
0.0050617,0.83617799999897,0.0020905,0.089998500000003,0.066671300000011
0.0001119,0.999412799998215,0.0001903,0.0001597,0.0001253
0.0001388,0.999438299998205,0.0001081,0.0001653,0.0001495
0.058620100000005,0.536353200000072,0.108555999999997,0.208940100000065,0.0875306
0.041704700000004,0.646750899999713,0.093154000000002,0.091026800000002,0.12736359999999
0.046203000000003,0.696892199999484,0.026312499999999,0.175810300000032,0.054782000000006
0.0089684,0.387250800000238,0.15795730000002,0.289192200000134,0.156631300000021
9.77000000000015E-05,0.999605399998173,7.5500000000001E-05,0.0001085,0.0001129
0.040465900000001,0.042066400000005,0.284676700000141,0.445101200000285,0.187689800000038
0.076900699999997,0.226518900000098,0.020036799999999,0.49517420000033,0.181369400000041
0.0001002,0.981788599998278,0.000138,0.0001506,0.017822599999999
0.0220278,0.715334299999395,0.23471250000009,0.0051066,0.0228188
0.0008319,0.489742000000342,0.217283500000076,0.1023636,0.189779000000043
7.86000000000011E-05,0.99960289999818,0.0001256,0.000118,7.4900000000001E-05
0.0001263,0.999355499998247,0.0002352,0.0001164,0.0001666
0.078527900000003,0.503747800000351,0.193590700000046,0.148247900000005,0.075885700000006
0.021142,0.829910299998905,6.22000000000007E-05,0.109250999999992,0.039634500000002
0.0192128,0.7664628999992,0.135788499999993,0.0072412,0.071294600000008
0.028987800000001,0.828218499998843,0.091248999999998,0.051420300000005,0.0001244
0.0001079,0.826137099998918,0.051138000000006,0.039886800000003,0.082730200000005
0.0001019,0.999530199998192,0.0001132,0.0001548,9.99000000000016E-05
0.0001292,0.999549199998167,0.0001337,9.09000000000014E-05,9.70000000000016E-05
0.0001486,0.999582399998187,4.89000000000004E-05,0.0001125,0.0001076
0.0029584,0.748774499999326,0.037394900000005,0.13264399999999,0.078228200000005
0.0001307,0.999506799998182,0.0001168,0.0001171,0.0001286
0.0001174,0.999626899998178,5.27000000000004E-05,0.0001046,9.84000000000015E-05
0.0001169,0.999464299998178,0.0001228,0.0001327,0.0001633
0.0220683,0.946891799998438,0.000142,0.024369999999998,0.0065279
0.0001242,0.999529599998154,8.29000000000012E-05,0.000138,0.0001253
0.0196969,0.691185099999505,0.025230299999999,0.189669300000043,0.074218400000004
0.0200128,0.770303799999204,0.0059062,0.056187500000009,0.147589700000007
0.058044000000001,0.547837100000053,0.078638000000004,0.212178000000062,0.103302899999993
0.077444399999998,0.244508000000102,0.179554300000035,0.169625500000042,0.328867800000158
0.038729900000005,0.870416199998785,0.0001281,0.053080100000009,0.037645700000003
0.032074300000002,0.394165700000251,0.253785100000106,0.148449300000011,0.171525600000015
0.097006999999996,0.0003474,0.393788400000247,0.20211720000005,0.306740000000145
0.0071518,0.576990400000007,0.023908799999998,0.30787840000016,0.084070600000001
0.042548600000003,0.548276800000106,0.152785900000005,0.167271500000023,0.089117199999997
0.021688599999999,0.229154500000087,0.39872010000024,0.203104400000061,0.147332400000003
0.105642499999999,0.021546499999994,0.223487300000078,0.331187000000166,0.318136700000149
0.001261,0.613651299999882,0.069110500000008,0.160817200000021,0.155160000000016
0.0001087,0.999489899998217,0.0001395,0.0001397,0.0001222
0.017043700000001,0.956092299998358,5.88000000000006E-05,0.0217356,0.0050696
7.6400000000001E-05,0.707719299999446,0.230550800000088,0.0113123,0.050341200000007
0.014927,0.918302999998512,0.0001263,0.030363299999999,0.036280400000001
0.102640700000001,0.142278700000005,0.199587800000056,0.303344500000149,0.2521483000001
0.0247075,0.783070399999119,0.0001395,0.124280899999992,0.067801700000008
0.0285208,0.700378699999532,0.195718300000055,0.033070599999999,0.042311600000003
0.0082971,0.804993899999051,0.080560300000007,0.070394000000007,0.035754700000003
0.037366900000002,0.594787299999939,0.041524100000003,0.193995000000044,0.13232669999999
0.0001048,0.999553699998194,0.0001105,0.0001255,0.0001055
0.050562300000003,0.87740249999874,0.0001254,0.042575700000003,0.029334099999999
0.0155641,0.866132799998797,0.0114903,0.037295400000001,0.069517400000006
0.0239161,0.862483799998736,8.78000000000013E-05,0.068205600000009,0.045306700000003
0.0001147,0.999459099998226,0.0001389,0.0001826,0.0001047
0.0013184,0.451349700000303,0.105157799999996,0.338753900000188,0.103420199999993
0.0001271,0.999513899998182,0.0001258,0.0001186,0.0001146
0.0001014,0.999457799998211,0.0001919,0.0001019,0.000147
0.0145842,0.698725899999485,0.115820299999991,0.07719370000001,0.093675899999998
0.0001008,0.999641799998156,7.27000000000009E-05,6.59000000000008E-05,0.0001188
0.0001363,0.99950909999821,0.0001409,0.0001085,0.0001052
0.0001154,0.99958019999818,0.0001123,7.19000000000009E-05,0.0001202
0.0001236,0.999550999998193,8.96000000000013E-05,0.0001433,9.25000000000014E-05
0.0001341,0.99938539999824,0.0001563,0.0001624,0.0001618
0.0001388,0.999433899998276,0.0001659,0.0001396,0.0001218
0.010302199999999,0.688393899999542,0.095792399999998,0.032128600000002,0.173382900000029
0.0228978,0.767760999999187,0.048804800000005,0.134234499999992,0.026301899999999
0.042126100000001,0.45004740000032,0.067349200000007,0.264543000000115,0.175934300000036
7.6600000000001E-05,0.876486399998702,0.014722299999999,0.059356200000012,0.049358500000005
0.0001428,0.999500599998206,0.0001158,0.0001025,0.0001383
0.0001513,0.999559099998165,0.0001178,8.66000000000013E-05,8.52000000000012E-05
0.0157257,0.813768799999023,0.104785999999992,0.043873600000002,0.0218459
0.057937000000004,0.417811400000274,0.039857700000001,0.262934800000095,0.221459100000071
5.30000000000005E-05,0.999610399998167,0.0001263,8.60000000000013E-05,0.0001243
0.080712800000004,0.407279100000274,0.278789200000128,0.148471500000012,0.084747399999998
0.0046256,0.77076239999916,0.077455300000002,0.041893900000003,0.10526279999999
0.039924300000002,0.0341672,0.150633400000009,0.626585199999805,0.148689900000006
8.46000000000012E-05,0.973311899998292,0.000106,0.0001572,0.026340299999999
0.0315881,0.622255999999854,0.024658599999999,0.223453400000081,0.098043899999999
0.0024692,0.722698399999407,0.062881300000008,0.12573599999999,0.086215100000003
8.26000000000012E-05,0.999706899998144,7.28000000000009E-05,6.87000000000008E-05,6.90000000000009E-05
0.0001382,0.999487799998193,0.0001212,0.0001107,0.0001421
0.0001209,0.999579499998181,9.59000000000015E-05,0.0001239,7.98000000000011E-05
0.0001105,0.999525399998181,0.000106,0.0001053,0.0001528
0.000116,0.999478799998241,0.0001139,0.0001311,0.0001602
0.065177900000001,0.810126299998889,0.016340799999999,0.051053500000003,0.057301500000007
0.0153646,0.876995999998706,0.0001784,0.080996300000005,0.026464699999999
0.055411900000007,0.600664499999916,0.228433200000085,0.059744400000008,0.055746000000007
0.032904800000002,0.682714399999552,0.028733999999999,0.131343699999989,0.124303099999985
0.033795400000002,0.853995399998755,0.0144428,0.067048100000009,0.030718299999999
0.060107299999998,0.665057399999648,0.121876699999988,0.037510000000002,0.115448599999992
0.125122099999986,0.187388800000042,0.323492000000174,0.160813800000022,0.20318330000006
0.070622199999998,0.633563199999556,0.133829999999995,0.028845299999999,0.13313929999999
0.0001322,0.999546499998208,7.83000000000011E-05,0.0001232,0.0001198
0.0001029,0.999461399998183,0.000152,0.0001243,0.0001594
0.0001628,0.999507899998211,7.27000000000009E-05,0.0001384,0.0001182
0.056123000000001,0.426809100000303,0.111580499999997,0.16918030000003,0.236307100000085
0.09778019999999,0.685154299999313,0.070319200000008,0.061237300000004,0.085508999999998
0.0001141,0.999535899998181,0.0001427,0.0001387,6.86000000000008E-05
0.0001236,0.999550799998201,0.0001427,7.12000000000007E-05,0.0001117
0.048701600000006,0.786497099999085,0.049077700000004,0.035314700000001,0.0804089
