C,Hpep,Dec,D,L
0.091062899999993,0.446569700000322,0.0001774,0.154140100000019,0.308049900000155
0.146647500000007,0.193323400000061,0.098737399999993,0.208275300000047,0.353016400000196
0.093525900000001,0.063949800000014,0.179331600000035,0.28378360000013,0.379409100000212
0.140194300000001,0.304260300000186,0.160072800000025,0.175836200000026,0.219636400000076
0.124911299999985,0.0353731,0.155014200000013,0.237356200000093,0.447345200000287
0.041060300000003,0.409700600000268,0.131307699999993,0.295332200000141,0.122599199999991
0.100098899999993,0.313692200000176,0.121637199999989,0.291421300000144,0.173150400000031
0.067732900000003,0.099914600000016,0.086099800000002,0.413005300000259,0.333247400000179
0.059652700000003,0.044868500000012,0.321962500000183,0.434107100000275,0.139409200000003
0.142062199999994,0.110844499999984,0.226679800000082,0.265601000000106,0.254812500000087
0.096023199999994,0.499833000000366,0.085586600000007,0.123869999999992,0.194687200000041
0.055854600000004,0.222005800000088,0.429061500000272,0.155505400000021,0.137572700000001
0.129718899999986,0.012017799999999,0.304934700000162,0.334816900000169,0.218511700000061
0.122340999999997,0.148514800000023,0.132070599999997,0.246068700000092,0.351004900000182
0.070727500000002,0.029761599999997,0.2479681000001,0.343007200000177,0.308535600000152
0.099317399999988,0.0012429,0.185284600000043,0.408209800000256,0.305945300000144
0.057926299999998,0.292712200000152,0.072534500000012,0.193760500000051,0.383066500000223
0.170537000000008,0.308683800000162,0.126214899999984,0.17592710000003,0.218637200000074
0.107298999999991,0.402040200000291,0.231861300000084,0.144775200000012,0.114024299999991
0.160832500000001,0.023090799999999,0.201238900000067,0.287581500000143,0.327256300000173
0.115146899999987,0.014354599999998,0.137299300000003,0.336676800000188,0.396522400000225
0.116816999999984,0.120036600000017,0.038269400000001,0.46950210000031,0.255374900000104
0.0389055,0.083677100000012,0.281440800000129,0.270908800000109,0.325067800000154
0.049127199999998,0.211423300000073,0.067944300000009,0.473143400000319,0.198361800000053
0.113715099999988,0.021328099999994,0.166503200000027,0.342666000000189,0.355787600000188
0.077649699999996,0.093752300000013,0.155588800000011,0.342200700000186,0.330808500000164
0.166401400000032,0.054462500000007,0.241841800000102,0.2399623000001,0.297332000000146
0.123849899999985,0.178851800000059,0.107346199999997,0.237518100000092,0.35243400000019
0.119661799999987,0.250031900000109,0.200734800000052,0.263066900000112,0.166504600000025
0.121216599999988,0.312332900000194,0.093179399999999,0.380052100000222,0.093218999999999
0.041958200000004,0.086839999999999,0.388789200000235,0.280875700000128,0.201536900000059
0.080896300000002,0.077029000000013,0.167677000000021,0.41806460000026,0.256333100000096
0.120003499999988,0.168296600000059,0.163885000000025,0.333456700000192,0.214358200000062
0.103430499999994,0.103409600000001,0.123740299999992,0.376750400000217,0.292669200000139
